District_Key   , District       , Year_AD, Year_BS, Province              , Elevation_Min     , Elevation_Max    , Slope_Median      , Landform, Parent_Material, Dominant_Soil, area    , longitude, latitude, Potassium_mean   , Nitrogen_mean     , OrganicMatter_mean, Phosphorous_mean , pH_mean         , Barley_Area_Ha, Maize_Area_Ha, Millet_Area_Ha, Wheat_Area_Ha, Barley_Production_Mt, Maize_Production_Mt, Millet_Production_Mt, Wheat_Production_Mt, Barley_Yield_MtHa, Maize_Yield_MtHa, Millet_Yield_MtHa, Wheat_Yield_MtHa
BHAKTAPUR      , BHAKTAPUR      ,2022, 2078/79, Bagmati Province      ,1289.81018066406,2150.50927734375,1372.20666503906, TM      , MB1            , CMx          ,123.095,85.443,27.677,284.764700359283,0.145116330720101,3.03651011315786,172.980376357072,5.63727564669856, 17.0          , 1900.0       , 110.0         , 3150.0       , 29.0                , 7750.0             , 117.0               , 12409.0            , 1.71             , 4.08            , 1.06             , 3.94
BHOJPUR        , BHOJPUR        ,2022, 2078/79, Koshi Province        ,120.5,3980.7861328125,1292.92114257812, SV      , UF2            , CMg          ,1523.888,87.07,27.181,406.055410901516,0.149693801315416,3.35905832362685,129.665298614515,5.93582854815821, 10.0          , 36898.0      , 5284.0        , 414.0        , 15.0                , 97555.0            , 6657.0              , 745.0              , 1.5              , 2.64            , 1.26             , 1.8
CHITAWAN       , CHITAWAN       ,2022, 2078/79, Bagmati Province      ,110.5,1912.556640625,256.998931884766, TM      , MA1            , CMe          ,2240.456,84.437,27.585,154.407093624932,0.112607889948666,3.59765543871444,105.287410468856,6.50294870521491, 15.0          , 28055.0      , 1478.0        , 5151.0       , 28.0                , 105239.0           , 1693.0              , 23248.0            , 1.87             , 3.75            , 1.15             , 4.51
DADELDHURA     , DADELDHURA     ,2022, 2078/79, Sudurpashchim Province,271.5,2662.40698242188,1260.76049804688, TM      , MA1            , CMe          ,1502.414,80.491,29.223,378.091885821295,0.13550564802019,3.14551280083613,84.1050897817896,6.43620955565288, 205.0         , 3810.0       , 572.0         , 8744.0       , 355.0               , 11430.0            , 647.0               , 23905.0            , 1.73             , 3.0             , 1.13             , 2.73
DAILEKH        , DAILEKH        ,2022, 2078/79, Karnali Province      ,559.5,4051.35693359375,1425.27124023438, TM      , MA2            , RGe          ,1484.311,81.681,28.881,341.749402410875,0.141763840157547,2.8254021574917,95.1133880595949,6.08103721497698, 185.0         , 18680.0      , 2760.0        , 13710.0      , 212.0               , 55880.0            , 3080.0              , 33801.0            , 1.15             , 2.99            , 1.12             , 2.47
DANG           , DANG           ,2022, 2078/79, Lumbini Province      ,186.617767333984,2058.49633789062,593.523529052734, TH      , SC2            , RGd          ,3059.26,82.404,27.969,463.999244524842,0.11398975386498,2.20078447336562,168.800181438686,6.93479637694548, 23.0          , 24900.0      , 14.0          , 12690.0      , 28.0                , 77847.0            , 15.0                , 39694.0            , 1.23             , 3.13            , 1.06             , 3.13
DARCHULA       , DARCHULA       ,2022, 2078/79, Sudurpashchim Province,530.582885742188,7068.1396484375,3508.10424804688, TM      , MA2            , LPi          ,2696.145,80.793,29.948,361.133637241026,0.224041434494121,4.90693167542509,64.8658877161033,6.85122113018199, 1087.0        , 5530.0       , 1263.0        , 5962.0       , 1598.0              , 15401.0            , 1589.0              , 9658.0             , 1.47             , 2.78            , 1.26             , 1.62
DHADING        , DHADING        ,2022, 2078/79, Bagmati Province      ,270.880767822266,6951.3525390625,1157.41882324219, TM      , MA2            , LPi          ,1907.158,84.962,27.954,189.95853097152,0.184161917520656,3.12927382404872,57.1033023585447,6.02225089043977, 301.0         , 19776.0      , 6940.0        , 4748.0       , 385.0               , 45785.0            , 7445.0              , 15496.0            , 1.28             , 2.32            , 1.07             , 3.26
DHANKUTA       , DHANKUTA       ,2022, 2078/79, Koshi Province        ,118.757606506348,2694.3544921875,1034.15002441406, SV      , UF2            , CMg          ,898.98,87.333,26.991,416.141671901754,0.132265571896405,3.02599695520061,104.261439764489,6.28033250308557, N/A           , 13467.0      , 7230.0        , 1302.0       , N/A                 , 45114.0            , 8759.0              , 2733.0             , N/A              , 3.35            , 1.21             , 2.1
DHANUSHA       , DHANUSHA       ,2022, 2078/79, Madhesh Province      ,57.4233512878418,713.773010253906,98.2833023071289, TH      , SC2            , RGd          ,1188.969,86.036,26.828,117.777688154344,0.0735737234147109,1.16454522040253,35.5936244754015,6.31621295115148, 1.0           , 3476.0       , 176.0         , 37788.0      , 2.0                 , 11343.0            , 180.0               , 126387.0           , 1.5              , 3.26            , 1.02             , 3.34
DOLAKHA        , DOLAKHA        ,2022, 2078/79, Bagmati Province      ,593.790100097656,6900.5400390625,2693.76489257812, TM      , MA2            , LPi          ,2147.002,86.201,27.785,267.905931334118,0.176616451923932,3.37109601314696,83.1804857363801,5.55297184695014, 136.0         , 6171.0       , 3659.0        , 4246.0       , 165.0               , 22155.0            , 4854.0              , 7515.0             , 1.21             , 3.59            , 1.33             , 1.77
DOLPA          , DOLPA          ,2022, 2078/79, Karnali Province      ,1501.69506835938,7731.5078125,4793.42724609375, TM      , MA2            , LPi          ,7946.52,83.054,29.171,461.043211815638,0.228555651369432,4.42490712685912,145.386666210252,6.69125391514782, 433.0         , 2204.0       , 280.0         , 2805.0       , 543.0               , 2798.0             , 310.0               , 4010.0             , 1.03             , 1.27            , 1.11             , 1.43
DOTI           , DOTI           ,2022, 2078/79, Sudurpashchim Province,304.0,3279.84936523438,1442.28552246094, TM      , MA2            , RGe          ,2050.89,80.896,29.17,332.010178875298,0.145198797458341,2.95759711654838,68.0059784101824,6.34229682480316, 240.0         , 3998.0       , 4570.0        , 14302.0      , 321.0               , 12038.0            , 5833.0              , 28162.0            , 1.34             , 3.01            , 1.28             , 1.97
GORKHA         , GORKHA         ,2022, 2078/79, Gandaki Province      ,228.5,7983.09521484375,3185.54467773438, TM      , MA2            , LPi          ,3647.014,84.792,28.319,255.023310534875,0.277566787372248,3.01872690749044,53.80943504015,5.81304031705723, 110.0         , 18935.0      , 12180.0       , 3910.0       , 141.0               , 46400.0            , 14820.0             , 9235.0             , 1.28             , 2.45            , 1.22             , 2.36
GULMI          , GULMI          ,2022, 2078/79, Lumbini Province      ,459.5,2677.65112304688,1278.63439941406, TM      , MA1            , CMe          ,1108.282,83.309,28.094,256.489081123057,0.148138481468956,3.26498679985971,162.218243641452,6.41361821607527, 426.0         , 22445.0      , 2927.0        , 6517.0       , 353.0               , 68269.0            , 3817.0              , 19386.0            , 0.83             , 3.04            , 1.3              , 2.97
HUMLA          , HUMLA          ,2022, 2078/79, Karnali Province      ,1173.0,6997.869140625,4668.60034179688, TV      , UF1            , RGe          ,6008.728,81.882,30.032,271.595296756269,0.15275020661515,3.95251302206632,150.338657875784,7.07807836321831, 642.0         , 219.0        , 1308.0        , 1172.0       , 811.0               , 252.0              , 1607.0              , 1526.0             , 1.26             , 1.15            , 1.23             , 1.3
ILAM           , ILAM           ,2022, 2078/79, Koshi Province        ,115.0,3594.64208984375,1068.93518066406, TM      , MA2            , CMu          ,1685.818,87.904,26.881,379.664216725838,0.137195611548443,3.01750567665439,157.492232402046,6.04871962316365, 49.0          , 33915.0      , 1600.0        , 4580.0       , 59.0                , 131700.0           , 2525.0              , 11679.0            , 1.2              , 3.88            , 1.58             , 2.55
JAJARKOT       , JAJARKOT       ,2022, 2078/79, Karnali Province      ,607.0,5398.15869140625,2170.43347167969, TM      , MA2            , LPi          ,2222.519,82.17,28.865,431.388658320394,0.173539378601211,3.21414716599659,149.671178851275,6.4434617714514, 595.0         , 10500.0      , 1833.0        , 10432.0      , 784.0               , 34650.0            , 2387.0              , 26080.0            , 1.32             , 3.3             , 1.3              , 2.5
JHAPA          , JHAPA          ,2022, 2078/79, Koshi Province        ,59.761791229248,826.230651855469,102.456111907959, TM      , MA1            , CMe          ,1603.77,87.916,26.584,190.55327224687,0.104507366958155,2.38279226645097,51.1671486355456,5.60350384981523, 4.0           , 41059.0      , 1000.0        , 5000.0       , 7.0                 , 162613.0           , 1300.0              , 13505.0            , 1.75             , 3.96            , 1.3              , 2.7
JUMLA          , JUMLA          ,2022, 2078/79, Karnali Province      ,2035.96752929688,6546.94140625,3439.25695800781, TM      , MA2            , LPi          ,2554.398,82.219,29.272,454.209681142738,0.187106771067978,3.87881310172361,51.9879852131891,6.00101599634949, 3003.0        , 4200.0       , 3737.0        , 2355.0       , 4615.0              , 6720.0             , 5191.0              , 5290.0             , 1.54             , 1.6             , 1.39             , 2.25
KAILALI        , KAILALI        ,2022, 2078/79, Sudurpashchim Province,138.0,1952.61047363281,210.908737182617, TM      , MA1            , CMe          ,3286.136,80.881,28.742,198.395355728067,0.102388554938699,1.91030792930229,66.6993388544533,7.34758909198902, 410.0         , 6130.0       , 356.0         , 34944.0      , 469.0               , 21289.0            , 404.0               , 125252.0           , 1.14             , 3.47            , 1.13             , 3.58
KALIKOT        , KALIKOT        ,2022, 2078/79, Karnali Province      ,728.16845703125,4458.55029296875,2772.01440429688, TM      , MA2            , RGe          ,1640.156,81.754,29.195,444.087151248562,0.164069342785738,3.36061834015338,45.1702075502736,6.52851296859501, 647.0         , 3036.0       , 1241.0        , 5508.0       , 772.0               , 8535.0             , 1662.0              , 8567.0             , 1.19             , 2.81            , 1.34             , 1.56
KANCHANPUR     , KANCHANPUR     ,2022, 2078/79, Sudurpashchim Province,159.152694702148,1505.19421386719,205.706359863281, LV      , UF1            , CMg          ,1618.111,80.323,28.862,131.272540609046,0.0896434820632919,1.77377424661822,34.5890023763427,7.30370091375685, 133.0         , 3250.0       , N/A           , 31355.0      , 232.0               , 11534.0            , N/A                 , 101995.0           , 1.74             , 3.55            , N/A              , 3.25
KAPILBASTU     , KAPILBASTU     ,2022, 2078/79, Lumbini Province      ,88.7635269165039,1265.87573242188,116.869033813477, TH      , SC2            , RGd          ,1651.659,82.983,27.628,203.623103057436,0.100917059609816,1.89117043368294,64.6511899229649,7.24225859112583, 177.0         , 1334.0       , N/A           , 26292.0      , 330.0               , 4451.0             , N/A                 , 98184.0            , 1.87             , 3.34            , N/A              , 3.73
KASKI          , KASKI          ,2022, 2078/79, Gandaki Province      ,383.5,7879.4404296875,2135.43920898438, TM      , MA2            , LPi          ,2085.276,83.999,28.355,178.985725944854,0.15442640435205,3.1027342045444,72.053408605867,5.63889217427502, 8.0           , 13583.0      , 13604.0       , 6820.0       , 8.0                 , 39229.0            , 21060.0             , 17201.0            , 1.0              , 2.97            , 1.55             , 2.52
KATHMANDU      , KATHMANDU      ,2022, 2078/79, Bagmati Province      ,842.585571289062,2713.25439453125,1415.49719238281, TM      , MA1            , CMe          ,413.659,85.35,27.728,264.110593875468,0.15712586664956,3.18734821490731,103.441143050215,5.68077896464943, 2.0           , 6897.0       , 770.0         , 3200.0       , 4.0                 , 29748.0            , 1300.0              , 11174.0            , 1.51             , 4.31            , 1.69             , 3.49
KAVRE          , KAVRE          ,2022, 2078/79, Bagmati Province      ,280.526916503906,2921.60424804688,1358.27575683594, SV      , UF2            , CMg          ,1394.031,85.622,27.535,298.620999192077,0.152830672384332,3.18282895525467,89.9861738568235,5.99011701081785, 378.0         , 26010.0      , 3505.0        , 8860.0       , 658.0               , 88550.0            , 4530.0              , 28700.0            , 1.74             , 3.4             , 1.29             , 3.24
